shipment_id,origin,destination,route_type,material,quantity_tonnes,distance_km,freight_cost_inr,shipment_date,transporter
SHP00258,Ahmedabad,Mumbai,Medium,Steel Coils,19.8,528.5,26125,2024-01-16,TCI Freight
SHP00259,Ahmedabad,Mumbai,Medium,Electronics,11.3,531.7,14954,2024-01-16,VRL Logistics
SHP00260,Kolkata,Bhubaneswar,Medium,Chemicals,24.2,441.6,27455,2024-01-16,Shivam Freight Co
SHP00261,Kolkata,Bhubaneswar,Medium,Textiles,16.4,441.2,18240,2024-01-16,VRL Logistics
SHP00262,Kolkata,Bhubaneswar,Medium,Automobile Parts,13.2,437.4,14811,2024-01-16,Om Sai Transport
SHP00263,Bangalore,Hyderabad,Medium,Chemicals,14.4,567.2,19556,2024-01-16,TCI Freight
SHP00264,Mumbai,Delhi,Long,Steel Coils,15.1,1416.3,44784,2024-01-16,TCI Freight
SHP00265,Mumbai,Delhi,Long,FMCG,12.4,1419.0,36918,2024-01-16,TCI Freight
SHP00266,Mumbai,Delhi,Long,Automobile Parts,12.5,1422.5,36871,2024-01-16,VRL Logistics
SHP00267,Delhi,Kolkata,Long,FMCG,19.2,1513.8,58983,2024-01-16,SafeExpress
SHP00268,Mumbai,Pune,Short,FMCG,22.1,148.5,9732,2024-01-17,Om Sai Transport
SHP00269,Delhi,Jaipur,Short,Automobile Parts,16.9,283.9,13987,2024-01-17,TCI Freight
SHP00270,Delhi,Jaipur,Short,FMCG,24.5,280.2,20336,2024-01-17,TCI Freight
SHP00271,Delhi,Jaipur,Short,FMCG,13.8,277.1,11269,2024-01-17,VRL Logistics
SHP00272,Chennai,Bangalore,Short,Packaged Foods,17.7,351.7,16963,2024-01-17,Om Sai Transport
SHP00273,Ahmedabad,Mumbai,Medium,Steel Coils,16.6,527.2,21531,2024-01-17,SafeExpress
SHP00274,Ahmedabad,Mumbai,Medium,Automobile Parts,24.0,533.1,30982,2024-01-17,TCI Freight
SHP00275,Ahmedabad,Mumbai,Medium,Steel Coils,15.8,529.0,20037,2024-01-17,Shivam Freight Co
SHP00276,Kolkata,Bhubaneswar,Medium,Steel Coils,19.7,442.7,21834,2024-01-17,Shivam Freight Co
SHP00277,Bangalore,Hyderabad,Medium,Automobile Parts,12.1,571.6,16559,2024-01-17,TCI Freight
SHP00278,Bangalore,Hyderabad,Medium,FMCG,11.2,566.0,14974,2024-01-17,Om Sai Transport
SHP00279,Mumbai,Delhi,Long,Steel Coils,16.3,1420.9,47966,2024-01-17,VRL Logistics
SHP00280,Mumbai,Delhi,Long,Chemicals,13.6,1417.0,39748,2024-01-17,SafeExpress
SHP00281,Mumbai,Delhi,Long,Chemicals,22.6,1416.5,65754,2024-01-17,Shivam Freight Co
SHP00282,Delhi,Kolkata,Long,Chemicals,12.2,1507.9,36908,2024-01-17,VRL Logistics
SHP00283,Delhi,Kolkata,Long,Packaged Foods,16.2,1507.9,49356,2024-01-17,TCI Freight
SHP00284,Delhi,Kolkata,Long,Chemicals,11.0,1513.8,33506,2024-01-17,TCI Freight
SHP00285,Mumbai,Pune,Short,Textiles,10.7,153.0,4905,2024-01-18,VRL Logistics
SHP00286,Mumbai,Pune,Short,Steel Coils,15.4,152.0,6946,2024-01-18,Western Carriers
SHP00287,Delhi,Jaipur,Short,Packaged Foods,21.0,282.2,17504,2024-01-18,VRL Logistics
SHP00288,Chennai,Bangalore,Short,Electronics,21.7,347.4,20747,2024-01-18,SafeExpress
SHP00289,Chennai,Bangalore,Short,FMCG,22.2,351.1,21193,2024-01-18,SafeExpress
SHP00290,Chennai,Bangalore,Short,Packaged Foods,13.0,346.3,12511,2024-01-18,VRL Logistics
SHP00291,Ahmedabad,Mumbai,Medium,Packaged Foods,22.2,529.2,29259,2024-01-18,Western Carriers
SHP00292,Ahmedabad,Mumbai,Medium,FMCG,15.4,527.5,20418,2024-01-18,Western Carriers
SHP00293,Ahmedabad,Mumbai,Medium,Automobile Parts,11.9,528.7,15619,2024-01-18,Western Carriers
SHP00294,Kolkata,Bhubaneswar,Medium,Textiles,12.8,438.7,14085,2024-01-18,TCI Freight
SHP00295,Kolkata,Bhubaneswar,Medium,Automobile Parts,11.2,438.1,12210,2024-01-18,TCI Freight
SHP00296,Bangalore,Hyderabad,Medium,Electronics,14.8,570.4,20402,2024-01-18,VRL Logistics
SHP00297,Mumbai,Delhi,Long,Automobile Parts,12.5,1421.7,36088,2024-01-18,Shivam Freight Co
SHP00298,Mumbai,Delhi,Long,Automobile Parts,23.7,1421.8,68780,2024-01-18,VRL Logistics
SHP00299,Mumbai,Delhi,Long,Electronics,21.9,1421.1,62466,2024-01-18,Western Carriers
SHP00300,Delhi,Kolkata,Long,Steel Coils,20.2,1512.4,61699,2024-01-18,TCI Freight
SHP00301,Delhi,Kolkata,Long,Steel Coils,16.6,1511.4,49430,2024-01-18,Western Carriers
SHP00302,Delhi,Kolkata,Long,Chemicals,15.7,1508.9,47297,2024-01-18,Om Sai Transport
SHP00303,Mumbai,Pune,Short,Chemicals,21.4,149.0,9656,2024-01-19,VRL Logistics
SHP00304,Mumbai,Pune,Short,Packaged Foods,19.7,149.2,8814,2024-01-19,Shivam Freight Co
SHP00305,Delhi,Jaipur,Short,FMCG,23.7,280.1,19541,2024-01-19,VRL Logistics
SHP00306,Delhi,Jaipur,Short,Electronics,13.2,281.6,11106,2024-01-19,SafeExpress
SHP00307,Chennai,Bangalore,Short,Automobile Parts,16.8,352.8,16296,2024-01-19,Shivam Freight Co
SHP00308,Ahmedabad,Mumbai,Medium,Textiles,20.6,531.3,27188,2024-01-19,VRL Logistics
SHP00309,Ahmedabad,Mumbai,Medium,Electronics,20.7,532.8,27707,2024-01-19,Om Sai Transport
SHP00310,Kolkata,Bhubaneswar,Medium,Steel Coils,24.8,437.8,27703,2024-01-19,SafeExpress
SHP00311,Kolkata,Bhubaneswar,Medium,FMCG,18.3,436.2,20111,2024-01-19,TCI Freight
SHP00312,Kolkata,Bhubaneswar,Medium,Automobile Parts,23.3,437.0,25419,2024-01-19,Western Carriers
SHP00313,Bangalore,Hyderabad,Medium,Steel Coils,16.1,569.3,22240,2024-01-19,VRL Logistics
SHP00314,Bangalore,Hyderabad,Medium,Textiles,16.7,571.1,23215,2024-01-19,Om Sai Transport
SHP00315,Bangalore,Hyderabad,Medium,Steel Coils,21.7,573.0,30229,2024-01-19,Om Sai Transport
SHP00316,Mumbai,Delhi,Long,Steel Coils,17.8,1422.7,51470,2024-01-19,VRL Logistics
SHP00317,Delhi,Kolkata,Long,FMCG,24.1,1508.8,74865,2024-01-19,Shivam Freight Co
SHP00318,Mumbai,Pune,Short,Chemicals,14.1,153.7,6461,2024-01-20,TCI Freight
SHP00319,Mumbai,Pune,Short,Chemicals,19.6,146.7,8563,2024-01-20,Om Sai Transport
SHP00320,Mumbai,Pune,Short,Textiles,19.4,147.4,8596,2024-01-20,TCI Freight
SHP00321,Delhi,Jaipur,Short,Textiles,24.2,276.6,19542,2024-01-20,Western Carriers
SHP00322,Chennai,Bangalore,Short,Electronics,19.6,349.3,18608,2024-01-20,TCI Freight
SHP00323,Chennai,Bangalore,Short,FMCG,24.3,348.3,22994,2024-01-20,Western Carriers
SHP00324,Chennai,Bangalore,Short,Steel Coils,16.8,349.2,16037,2024-01-20,SafeExpress
SHP00325,Ahmedabad,Mumbai,Medium,Electronics,19.1,527.6,24467,2024-01-20,VRL Logistics
SHP00326,Ahmedabad,Mumbai,Medium,Steel Coils,22.9,531.9,30166,2024-01-20,VRL Logistics
SHP00327,Kolkata,Bhubaneswar,Medium,Steel Coils,17.0,438.6,18522,2024-01-20,Om Sai Transport
SHP00328,Bangalore,Hyderabad,Medium,FMCG,23.0,573.6,31076,2024-01-20,Om Sai Transport
SHP00329,Bangalore,Hyderabad,Medium,Steel Coils,24.0,572.5,32659,2024-01-20,Om Sai Transport
SHP00330,Mumbai,Delhi,Long,Packaged Foods,23.2,1419.7,67511,2024-01-20,SafeExpress
SHP00331,Mumbai,Delhi,Long,Textiles,24.5,1420.0,70705,2024-01-20,Shivam Freight Co
SHP00332,Mumbai,Delhi,Long,Electronics,17.4,1416.4,51099,2024-01-20,Western Carriers
SHP00333,Delhi,Kolkata,Long,Textiles,11.6,1506.1,34517,2024-01-20,Western Carriers
SHP00334,Delhi,Kolkata,Long,Packaged Foods,16.0,1508.9,47570,2024-01-20,TCI Freight
SHP00335,Delhi,Kolkata,Long,Automobile Parts,15.4,1510.5,46174,2024-01-20,TCI Freight
SHP00336,Mumbai,Pune,Short,Packaged Foods,24.8,148.2,11064,2024-01-21,Om Sai Transport
SHP00337,Mumbai,Pune,Short,Textiles,15.9,153.8,7386,2024-01-21,TCI Freight
SHP00338,Mumbai,Pune,Short,Chemicals,21.3,153.5,9701,2024-01-21,SafeExpress
SHP00339,Delhi,Jaipur,Short,Chemicals,20.7,276.3,17026,2024-01-21,SafeExpress
SHP00340,Chennai,Bangalore,Short,Automobile Parts,24.0,347.1,22464,2024-01-21,TCI Freight
SHP00341,Chennai,Bangalore,Short,FMCG,14.5,351.9,13767,2024-01-21,TCI Freight
SHP00342,Chennai,Bangalore,Short,FMCG,20.6,350.3,19448,2024-01-21,Shivam Freight Co
SHP00343,Ahmedabad,Mumbai,Medium,Electronics,16.2,526.9,20683,2024-01-21,Western Carriers
SHP00344,Ahmedabad,Mumbai,Medium,Electronics,19.0,531.0,24415,2024-01-21,TCI Freight
SHP00345,Ahmedabad,Mumbai,Medium,Steel Coils,20.8,530.6,26964,2024-01-21,TCI Freight
SHP00346,Kolkata,Bhubaneswar,Medium,Steel Coils,15.7,442.2,17614,2024-01-21,Shivam Freight Co
SHP00347,Kolkata,Bhubaneswar,Medium,Automobile Parts,20.5,440.6,22487,2024-01-21,VRL Logistics
SHP00348,Kolkata,Bhubaneswar,Medium,Chemicals,16.2,439.4,17729,2024-01-21,TCI Freight
SHP00349,Bangalore,Hyderabad,Medium,Chemicals,20.6,571.8,28761,2024-01-21,VRL Logistics
SHP00350,Bangalore,Hyderabad,Medium,Steel Coils,17.2,574.0,24004,2024-01-21,SafeExpress
SHP00351,Bangalore,Hyderabad,Medium,FMCG,15.1,573.3,21034,2024-01-21,Western Carriers
SHP00352,Mumbai,Delhi,Long,Textiles,17.3,1418.1,51352,2024-01-21,TCI Freight
SHP00353,Mumbai,Delhi,Long,FMCG,24.1,1418.4,71604,2024-01-21,VRL Logistics
SHP00354,Mumbai,Delhi,Long,Automobile Parts,20.4,1421.6,59861,2024-01-21,VRL Logistics
SHP00355,Delhi,Kolkata,Long,Automobile Parts,11.8,1508.2,35869,2024-01-21,SafeExpress
SHP00356,Delhi,Kolkata,Long,Textiles,24.3,1512.5,74359,2024-01-21,Shivam Freight Co
SHP00357,Delhi,Kolkata,Long,Automobile Parts,20.7,1508.3,62306,2024-01-21,Western Carriers
SHP00358,Mumbai,Pune,Short,Chemicals,22.4,147.7,9761,2024-01-22,Western Carriers
SHP00359,Mumbai,Pune,Short,Steel Coils,11.6,148.2,5144,2024-01-22,Om Sai Transport
SHP00360,Delhi,Jaipur,Short,Textiles,13.5,277.8,10734,2024-01-22,Western Carriers
SHP00361,Delhi,Jaipur,Short,Chemicals,20.2,279.8,16196,2024-01-22,Om Sai Transport
SHP00362,Delhi,Jaipur,Short,Automobile Parts,24.0,279.3,19640,2024-01-22,Western Carriers
SHP00363,Chennai,Bangalore,Short,Packaged Foods,19.7,348.6,18887,2024-01-22,Western Carriers
SHP00364,Chennai,Bangalore,Short,Packaged Foods,18.0,350.6,17261,2024-01-22,Om Sai Transport
SHP00365,Ahmedabad,Mumbai,Medium,FMCG,10.5,533.5,13817,2024-01-22,SafeExpress
SHP00366,Kolkata,Bhubaneswar,Medium,Packaged Foods,23.9,443.7,26474,2024-01-22,VRL Logistics
SHP00367,Kolkata,Bhubaneswar,Medium,Textiles,11.6,440.5,12797,2024-01-22,SafeExpress
SHP00368,Kolkata,Bhubaneswar,Medium,Steel Coils,18.1,443.9,19831,2024-01-22,TCI Freight
SHP00369,Bangalore,Hyderabad,Medium,Electronics,15.0,572.5,20726,2024-01-22,VRL Logistics
SHP00370,Mumbai,Delhi,Long,FMCG,21.9,1421.9,64525,2024-01-22,Om Sai Transport
SHP00371,Delhi,Kolkata,Long,Packaged Foods,22.4,1513.2,66942,2024-01-22,SafeExpress
SHP00372,Delhi,Kolkata,Long,Textiles,12.8,1511.4,37778,2024-01-22,Om Sai Transport
SHP00373,Delhi,Kolkata,Long,Textiles,15.8,1506.1,46900,2024-01-22,VRL Logistics
SHP00374,Mumbai,Pune,Short,Steel Coils,13.9,150.6,6204,2024-01-23,Shivam Freight Co
SHP00375,Mumbai,Pune,Short,Electronics,17.0,151.3,7577,2024-01-23,TCI Freight
SHP00376,Mumbai,Pune,Short,Electronics,23.3,153.4,10724,2024-01-23,Shivam Freight Co
SHP00377,Delhi,Jaipur,Short,Automobile Parts,13.3,278.9,11154,2024-01-23,Om Sai Transport
SHP00378,Delhi,Jaipur,Short,Electronics,24.8,279.6,20491,2024-01-23,TCI Freight
SHP00379,Chennai,Bangalore,Short,Electronics,22.4,352.4,22240,2024-01-23,TCI Freight
SHP00380,Chennai,Bangalore,Short,Electronics,11.2,353.0,11034,2024-01-23,VRL Logistics
SHP00381,Chennai,Bangalore,Short,Chemicals,18.5,346.6,17689,2024-01-23,TCI Freight
SHP00382,Ahmedabad,Mumbai,Medium,Packaged Foods,14.9,527.2,19028,2024-01-23,Western Carriers
SHP00383,Ahmedabad,Mumbai,Medium,Chemicals,18.7,527.6,23591,2024-01-23,SafeExpress
SHP00384,Ahmedabad,Mumbai,Medium,Automobile Parts,16.8,532.5,21665,2024-01-23,TCI Freight
SHP00385,Kolkata,Bhubaneswar,Medium,Textiles,14.6,441.4,15599,2024-01-23,Shivam Freight Co
SHP00386,Kolkata,Bhubaneswar,Medium,Textiles,18.7,442.0,20021,2024-01-23,Western Carriers
SHP00387,Bangalore,Hyderabad,Medium,Packaged Foods,11.0,573.5,15070,2024-01-23,VRL Logistics
SHP00388,Mumbai,Delhi,Long,Automobile Parts,24.7,1422.1,72060,2024-01-23,VRL Logistics
SHP00389,Delhi,Kolkata,Long,Packaged Foods,23.8,1509.6,73004,2024-01-23,Western Carriers
SHP00390,Delhi,Kolkata,Long,FMCG,23.1,1513.7,70526,2024-01-23,VRL Logistics
SHP00391,Mumbai,Pune,Short,FMCG,11.9,149.1,5317,2024-01-24,Shivam Freight Co
SHP00392,Mumbai,Pune,Short,Electronics,24.7,152.0,11079,2024-01-24,TCI Freight
SHP00393,Mumbai,Pune,Short,Automobile Parts,15.7,149.4,6873,2024-01-24,VRL Logistics
SHP00394,Delhi,Jaipur,Short,FMCG,20.9,283.5,17038,2024-01-24,Western Carriers
SHP00395,Chennai,Bangalore,Short,Automobile Parts,11.0,347.9,10520,2024-01-24,TCI Freight
SHP00396,Ahmedabad,Mumbai,Medium,Chemicals,10.7,528.0,13911,2024-01-24,Om Sai Transport
SHP00397,Kolkata,Bhubaneswar,Medium,Electronics,24.9,437.1,27267,2024-01-24,TCI Freight
SHP00398,Bangalore,Hyderabad,Medium,Steel Coils,22.3,572.2,30162,2024-01-24,Western Carriers
SHP00399,Bangalore,Hyderabad,Medium,Chemicals,16.2,570.2,21860,2024-01-24,TCI Freight
SHP00400,Bangalore,Hyderabad,Medium,Automobile Parts,23.7,573.0,32478,2024-01-24,TCI Freight
SHP00401,Mumbai,Delhi,Long,Textiles,20.1,1423.5,59148,2024-01-24,Western Carriers
SHP00402,Mumbai,Delhi,Long,FMCG,12.2,1419.3,35359,2024-01-24,TCI Freight
SHP00403,Delhi,Kolkata,Long,Packaged Foods,20.6,1508.4,62650,2024-01-24,TCI Freight
SHP00404,Mumbai,Pune,Short,Steel Coils,12.0,150.5,5357,2024-01-25,VRL Logistics
SHP00405,Mumbai,Pune,Short,Packaged Foods,23.8,151.2,10870,2024-01-25,TCI Freight
SHP00406,Delhi,Jaipur,Short,Packaged Foods,15.7,276.4,12957,2024-01-25,Shivam Freight Co
SHP00407,Chennai,Bangalore,Short,FMCG,18.4,351.8,17568,2024-01-25,VRL Logistics
SHP00408,Chennai,Bangalore,Short,Steel Coils,23.6,348.4,22136,2024-01-25,Western Carriers
SHP00409,Chennai,Bangalore,Short,Steel Coils,25.0,346.9,23537,2024-01-25,Western Carriers
SHP00410,Ahmedabad,Mumbai,Medium,Textiles,13.6,529.2,17612,2024-01-25,SafeExpress
SHP00411,Kolkata,Bhubaneswar,Medium,Automobile Parts,13.9,438.9,15237,2024-01-25,SafeExpress
SHP00412,Kolkata,Bhubaneswar,Medium,FMCG,24.7,436.8,26911,2024-01-25,VRL Logistics
SHP00413,Kolkata,Bhubaneswar,Medium,Chemicals,15.6,443.3,17221,2024-01-25,Om Sai Transport
SHP00414,Bangalore,Hyderabad,Medium,Automobile Parts,24.0,568.1,33117,2024-01-25,VRL Logistics
SHP00415,Mumbai,Delhi,Long,Chemicals,18.5,1417.8,52618,2024-01-25,Western Carriers
SHP00416,Mumbai,Delhi,Long,Automobile Parts,15.1,1423.5,43795,2024-01-25,Western Carriers
SHP00417,Delhi,Kolkata,Long,Steel Coils,21.0,1509.7,63484,2024-01-25,Western Carriers
SHP00418,Delhi,Kolkata,Long,Electronics,12.8,1510.4,39340,2024-01-25,Shivam Freight Co
SHP00419,Mumbai,Pune,Short,Automobile Parts,20.0,153.6,9298,2024-01-26,Om Sai Transport
SHP00420,Delhi,Jaipur,Short,Automobile Parts,12.3,276.5,10084,2024-01-26,VRL Logistics
SHP00421,Chennai,Bangalore,Short,Automobile Parts,19.2,351.3,18213,2024-01-26,Shivam Freight Co
SHP00422,Chennai,Bangalore,Short,Chemicals,18.3,346.1,16861,2024-01-26,Western Carriers
SHP00423,Chennai,Bangalore,Short,FMCG,24.7,348.2,22899,2024-01-26,Western Carriers
SHP00424,Ahmedabad,Mumbai,Medium,Steel Coils,11.4,526.9,14663,2024-01-26,TCI Freight
SHP00425,Kolkata,Bhubaneswar,Medium,Automobile Parts,16.0,438.1,17476,2024-01-26,SafeExpress
SHP00426,Kolkata,Bhubaneswar,Medium,Electronics,24.9,440.5,27224,2024-01-26,Shivam Freight Co
SHP00427,Bangalore,Hyderabad,Medium,Chemicals,11.4,572.1,15692,2024-01-26,SafeExpress
SHP00428,Bangalore,Hyderabad,Medium,Automobile Parts,10.1,566.4,13678,2024-01-26,SafeExpress
SHP00429,Bangalore,Hyderabad,Medium,Packaged Foods,15.0,571.2,20986,2024-01-26,TCI Freight
SHP00430,Mumbai,Delhi,Long,Automobile Parts,23.0,1417.7,68755,2024-01-26,VRL Logistics
SHP00431,Delhi,Kolkata,Long,Electronics,14.2,1511.5,42202,2024-01-26,Shivam Freight Co
SHP00432,Mumbai,Pune,Short,FMCG,13.1,146.1,5608,2024-01-27,Western Carriers
SHP00433,Mumbai,Pune,Short,Chemicals,23.9,152.6,10736,2024-01-27,Om Sai Transport
SHP00434,Delhi,Jaipur,Short,Electronics,18.1,281.4,15013,2024-01-27,Om Sai Transport
SHP00435,Delhi,Jaipur,Short,Electronics,20.3,282.3,16736,2024-01-27,VRL Logistics
SHP00436,Chennai,Bangalore,Short,Chemicals,11.1,347.9,10463,2024-01-27,TCI Freight
SHP00437,Chennai,Bangalore,Short,Textiles,21.6,349.2,20085,2024-01-27,SafeExpress
SHP00438,Ahmedabad,Mumbai,Medium,Chemicals,15.6,530.4,20073,2024-01-27,Western Carriers
SHP00439,Ahmedabad,Mumbai,Medium,Steel Coils,21.6,529.0,27812,2024-01-27,Western Carriers
SHP00440,Kolkata,Bhubaneswar,Medium,Electronics,20.7,437.2,22328,2024-01-27,SafeExpress
SHP00441,Kolkata,Bhubaneswar,Medium,Textiles,11.6,438.5,12314,2024-01-27,SafeExpress
SHP00442,Bangalore,Hyderabad,Medium,Chemicals,11.3,566.8,15254,2024-01-27,TCI Freight
SHP00443,Bangalore,Hyderabad,Medium,Chemicals,11.5,570.1,15454,2024-01-27,Shivam Freight Co
SHP00444,Mumbai,Delhi,Long,FMCG,10.2,1422.9,29791,2024-01-27,Shivam Freight Co
SHP00445,Mumbai,Delhi,Long,Steel Coils,18.4,1421.8,54634,2024-01-27,TCI Freight
SHP00446,Delhi,Kolkata,Long,Automobile Parts,12.1,1509.0,36331,2024-01-27,Om Sai Transport
SHP00447,Delhi,Kolkata,Long,Automobile Parts,16.5,1506.5,49639,2024-01-27,Shivam Freight Co
SHP00448,Delhi,Kolkata,Long,Automobile Parts,24.2,1508.9,73577,2024-01-27,TCI Freight
SHP00449,Mumbai,Pune,Short,Textiles,14.6,146.9,6551,2024-01-28,TCI Freight
SHP00450,Mumbai,Pune,Short,Automobile Parts,22.9,149.0,10266,2024-01-28,Western Carriers
SHP00451,Delhi,Jaipur,Short,Automobile Parts,19.0,278.4,15993,2024-01-28,VRL Logistics
SHP00452,Chennai,Bangalore,Short,Automobile Parts,14.4,353.7,13907,2024-01-28,TCI Freight
SHP00453,Chennai,Bangalore,Short,FMCG,14.9,352.3,14155,2024-01-28,SafeExpress
SHP00454,Ahmedabad,Mumbai,Medium,FMCG,25.0,527.6,31832,2024-01-28,TCI Freight
SHP00455,Ahmedabad,Mumbai,Medium,Steel Coils,20.9,526.2,27155,2024-01-28,SafeExpress
SHP00456,Ahmedabad,Mumbai,Medium,FMCG,22.5,532.4,28813,2024-01-28,SafeExpress
SHP00457,Kolkata,Bhubaneswar,Medium,Electronics,13.6,441.1,15173,2024-01-28,SafeExpress
SHP00458,Bangalore,Hyderabad,Medium,Chemicals,19.0,569.6,26339,2024-01-28,TCI Freight
SHP00459,Mumbai,Delhi,Long,Electronics,10.6,1419.3,31805,2024-01-28,TCI Freight
SHP00460,Mumbai,Delhi,Long,Steel Coils,23.7,1420.8,69376,2024-01-28,Western Carriers
SHP00461,Mumbai,Delhi,Long,Chemicals,12.5,1421.3,37163,2024-01-28,Western Carriers
SHP00462,Delhi,Kolkata,Long,Packaged Foods,15.0,1513.7,46140,2024-01-28,Shivam Freight Co
SHP00463,Delhi,Kolkata,Long,Chemicals,13.3,1506.8,40664,2024-01-28,TCI Freight
SHP00464,Mumbai,Pune,Short,Chemicals,15.9,149.6,7248,2024-01-29,Western Carriers
SHP00465,Delhi,Jaipur,Short,Packaged Foods,17.2,284.0,14322,2024-01-29,Shivam Freight Co
SHP00466,Delhi,Jaipur,Short,Textiles,21.0,282.7,17434,2024-01-29,SafeExpress
SHP00467,Chennai,Bangalore,Short,Electronics,17.1,349.9,16610,2024-01-29,SafeExpress
SHP00468,Chennai,Bangalore,Short,Packaged Foods,14.5,348.6,14189,2024-01-29,Shivam Freight Co
SHP00469,Chennai,Bangalore,Short,Steel Coils,19.7,352.8,19433,2024-01-29,Western Carriers
SHP00470,Ahmedabad,Mumbai,Medium,Automobile Parts,15.0,530.4,19250,2024-01-29,Om Sai Transport
SHP00471,Kolkata,Bhubaneswar,Medium,Packaged Foods,19.6,437.5,21649,2024-01-29,Western Carriers
SHP00472,Kolkata,Bhubaneswar,Medium,Automobile Parts,13.0,440.9,14540,2024-01-29,Shivam Freight Co
SHP00473,Kolkata,Bhubaneswar,Medium,FMCG,13.1,441.6,14745,2024-01-29,Shivam Freight Co
SHP00474,Bangalore,Hyderabad,Medium,Textiles,14.9,567.5,20331,2024-01-29,Western Carriers
SHP00475,Bangalore,Hyderabad,Medium,Chemicals,17.9,572.9,24791,2024-01-29,SafeExpress
SHP00476,Bangalore,Hyderabad,Medium,FMCG,18.8,570.9,25721,2024-01-29,SafeExpress
SHP00477,Mumbai,Delhi,Long,Packaged Foods,14.5,1421.6,42601,2024-01-29,Western Carriers
SHP00478,Mumbai,Delhi,Long,Steel Coils,11.8,1417.1,34239,2024-01-29,VRL Logistics
SHP00479,Mumbai,Delhi,Long,Steel Coils,17.7,1421.5,51694,2024-01-29,TCI Freight
SHP00480,Delhi,Kolkata,Long,Steel Coils,18.1,1509.9,55088,2024-01-29,TCI Freight
SHP00481,Mumbai,Pune,Short,Packaged Foods,14.7,147.1,6391,2024-01-30,VRL Logistics
SHP00482,Mumbai,Pune,Short,Automobile Parts,17.3,153.6,7794,2024-01-30,TCI Freight
SHP00483,Delhi,Jaipur,Short,Automobile Parts,17.4,279.3,14430,2024-01-30,SafeExpress
SHP00484,Delhi,Jaipur,Short,Steel Coils,18.5,277.3,15271,2024-01-30,VRL Logistics
SHP00485,Chennai,Bangalore,Short,Electronics,12.5,350.3,11801,2024-01-30,SafeExpress
SHP00486,Ahmedabad,Mumbai,Medium,Textiles,14.0,530.6,18259,2024-01-30,TCI Freight
SHP00487,Kolkata,Bhubaneswar,Medium,Automobile Parts,16.6,442.1,18427,2024-01-30,Shivam Freight Co
SHP00488,Bangalore,Hyderabad,Medium,Automobile Parts,14.5,572.0,20394,2024-01-30,VRL Logistics
SHP00489,Bangalore,Hyderabad,Medium,Packaged Foods,22.3,568.8,30673,2024-01-30,Om Sai Transport
SHP00490,Bangalore,Hyderabad,Medium,FMCG,21.1,567.7,29184,2024-01-30,Western Carriers
SHP00491,Mumbai,Delhi,Long,Steel Coils,12.1,1417.3,35000,2024-01-30,Shivam Freight Co
SHP00492,Mumbai,Delhi,Long,Steel Coils,18.0,1420.6,52804,2024-01-30,VRL Logistics
SHP00493,Delhi,Kolkata,Long,Electronics,14.0,1508.3,43504,2024-01-30,Shivam Freight Co
SHP00494,Delhi,Kolkata,Long,Packaged Foods,21.3,1507.1,65259,2024-01-30,VRL Logistics
SHP00495,Mumbai,Pune,Short,Textiles,12.0,151.6,5479,2024-01-31,Om Sai Transport
SHP00496,Delhi,Jaipur,Short,Electronics,12.1,279.1,10107,2024-01-31,SafeExpress
SHP00497,Delhi,Jaipur,Short,FMCG,11.1,279.0,9313,2024-01-31,Shivam Freight Co
SHP00498,Delhi,Jaipur,Short,Textiles,21.2,279.2,17747,2024-01-31,SafeExpress
SHP00499,Chennai,Bangalore,Short,Packaged Foods,23.0,350.7,22816,2024-01-31,Western Carriers
SHP00500,Chennai,Bangalore,Short,FMCG,19.5,353.8,19429,2024-01-31,Shivam Freight Co
SHP00501,Ahmedabad,Mumbai,Medium,Textiles,16.4,527.7,21268,2024-01-31,VRL Logistics
SHP00502,Ahmedabad,Mumbai,Medium,Chemicals,15.1,532.6,19983,2024-01-31,SafeExpress
SHP00503,Kolkata,Bhubaneswar,Medium,FMCG,10.7,442.1,12008,2024-01-31,SafeExpress
SHP00504,Kolkata,Bhubaneswar,Medium,Automobile Parts,23.9,436.1,26087,2024-01-31,Shivam Freight Co
SHP00505,Kolkata,Bhubaneswar,Medium,Steel Coils,16.4,443.9,18684,2024-01-31,Western Carriers
SHP00506,Bangalore,Hyderabad,Medium,Electronics,15.4,566.7,20519,2024-01-31,Western Carriers
SHP00507,Bangalore,Hyderabad,Medium,Electronics,15.9,567.3,21351,2024-01-31,Om Sai Transport
SHP00508,Mumbai,Delhi,Long,Steel Coils,10.0,1421.6,29040,2024-01-31,TCI Freight
SHP00509,Delhi,Kolkata,Long,Packaged Foods,10.1,1509.6,30018,2024-01-31,SafeExpress
SHP00510,Delhi,Kolkata,Long,Packaged Foods,17.2,1511.6,51011,2024-01-31,Western Carriers
SHP00511,Delhi,Kolkata,Long,Textiles,11.5,1512.4,34268,2024-01-31,Om Sai Transport
SHP00512,Mumbai,Pune,Short,Chemicals,20.2,151.1,8996,2024-02-01,Shivam Freight Co
SHP00513,Delhi,Jaipur,Short,Steel Coils,20.8,279.5,17292,2024-02-01,SafeExpress
SHP00514,Chennai,Bangalore,Short,FMCG,11.3,352.9,10885,2024-02-01,Shivam Freight Co
SHP00515,Chennai,Bangalore,Short,Textiles,15.8,350.7,15521,2024-02-01,Om Sai Transport
